region,drug_name,drug_category,items_prescribed,cost,deprivation_score,shortage_incidents,pharmacy_density,year
East Staffordshire,Gabapentin,General Medicine,323,3230.88,24,136,1.46,2023
East Staffordshire,Clopidogrel,Cardiovascular,94,1935.84,19,121,1.27,2023
East Staffordshire,Simvastatin,Cardiovascular,228,3709.13,18,62,2.22,2024
East Staffordshire,Fluoxetine,Mental Health,79,3056.14,28,143,2.34,2023
East Staffordshire,Amlodipine,Cardiovascular,574,1797.29,15,141,1.42,2022
Cannock Chase,Lansoprazole,General Medicine,518,4431.45,14,141,1.44,2022
Stafford and Surroundings,Nitrofurantoin,Antibiotics,160,3997.09,14,135,2.3,2022
East Staffordshire,Hydrocortisone,General Medicine,156,1695.66,18,218,2.11,2022
Newcastle-under-Lyme,Furosemide,Cardiovascular,84,100.86,25,97,1.74,2024
Stoke-on-Trent,Quetiapine,Mental Health,417,,28,160,1.52,2024
Cannock Chase,Diazepam,Mental Health,378,4003.75,17,62,2.22,2024
Stoke-on-Trent,Diazepam,Mental Health,459,4334.07,10,147,1.33,2024
Newcastle-under-Lyme,Clopidogrel,Cardiovascular,553,1580.67,20,104,2.01,2024
Cannock Chase,Aspirin,General Medicine,507,2659.22,10,169,2.07,2022
Cannock Chase,Cetirizine,General Medicine,517,4799.14,19,110,1.55,2024
Cannock Chase,Methotrexate,General Medicine,95,1869.99,20,169,1.69,2024
Stoke-on-Trent,Nitrofurantoin,Antibiotics,484,2029.23,10,100,1.31,2023
Newcastle-under-Lyme,Montelukast,General Medicine,115,857.91,22,192,1.79,2022
East Staffordshire,Paracetamol,General Medicine,378,2811.38,19,45,1.53,2024
Newcastle-under-Lyme,Clopidogrel,Cardiovascular,293,3122.51,13,94,2.44,2023
East Staffordshire,Furosemide,Cardiovascular,352,148.43,28,116,1.46,2022
Stafford and Surroundings,Methotrexate,General Medicine,523,843.2,27,50,1.69,2023
Cannock Chase,Pregabalin,General Medicine,209,3287.15,18,182,2.07,2023
Cannock Chase,Co-codamol,General Medicine,351,1300.97,12,136,1.98,2024
Stafford and Surroundings,Amoxicillin,Antibiotics,254,3025.11,22,209,2.14,2023
Stafford and Surroundings,Pregabalin,General Medicine,138,2034.78,22,182,2.27,2023
Stoke-on-Trent,Bisoprolol,Cardiovascular,179,1795.91,24,139,2.13,2024
Stafford and Surroundings,Ibuprofen,General Medicine,165,4610.16,12,90,1.26,2024
East Staffordshire,Olanzapine,Mental Health,320,931.16,28,87,1.51,2024
Stafford and Surroundings,Olanzapine,Mental Health,500,505.42,26,157,2.36,2024
East Staffordshire,Amlodipine,Cardiovascular,398,1924.88,29,49,1.69,2024
East Staffordshire,Codeine,General Medicine,328,2600.84,17,206,2.44,2024
East Staffordshire,Co-codamol,General Medicine,362,575.57,17,53,1.84,2023
Newcastle-under-Lyme,Montelukast,General Medicine,222,3598.38,13,123,1.91,2024
Stoke-on-Trent,Amoxicillin,Antibiotics,167,1152.99,13,57,1.81,2024
Stoke-on-Trent,Quetiapine,Mental Health,299,2779.98,22,94,1.25,2022
Newcastle-under-Lyme,Atorvastatin,Cardiovascular,487,2771.44,21,55,2.08,2024
East Staffordshire,Montelukast,General Medicine,295,580.17,19,120,1.95,2023
Cannock Chase,Simvastatin,Cardiovascular,391,2413.76,16,81,2.19,2023
Stafford and Surroundings,Losartan,Cardiovascular,394,1904.02,14,89,1.32,2024
Newcastle-under-Lyme,Naproxen,General Medicine,100,862.15,19,175,1.72,2024
Cannock Chase,Clopidogrel,Cardiovascular,145,1046.7,19,182,2.37,2023
Stafford and Surroundings,Doxycycline,Antibiotics,110,,25,77,2.44,2023
East Staffordshire,Amlodipine,Cardiovascular,346,1184.71,16,96,1.88,2023
Stoke-on-Trent,Quetiapine,Mental Health,275,3366.57,23,203,1.77,2024
Cannock Chase,Amlodipine,Cardiovascular,85,3164.45,18,67,2.05,2024
Stoke-on-Trent,Warfarin,Cardiovascular,584,3554.6,15,189,2.45,2023
East Staffordshire,Co-codamol,General Medicine,251,3048.65,16,63,1.65,2022
Stafford and Surroundings,Fluoxetine,Mental Health,173,,25,84,1.94,2023
Newcastle-under-Lyme,Lansoprazole,General Medicine,552,4757.17,28,106,2.37,2023
Cannock Chase,Co-codamol,General Medicine,516,3275.63,21,96,1.5,2023
Cannock Chase,Ibuprofen,General Medicine,103,570.28,10,43,1.65,2024
Newcastle-under-Lyme,Naproxen,General Medicine,283,3277.28,26,98,2.47,2022
Newcastle-under-Lyme,Sertraline,Mental Health,345,4468.6,11,175,1.86,2023
East Staffordshire,Atorvastatin,Cardiovascular,356,2316.52,23,95,1.5,2023
Cannock Chase,Paracetamol,General Medicine,433,4514.1,20,56,2.11,2022
Stafford and Surroundings,Citalopram,Mental Health,193,2612.3,11,143,1.71,2022
Stafford and Surroundings,Atorvastatin,Cardiovascular,501,3168.88,26,164,1.52,2024
Stoke-on-Trent,Furosemide,Cardiovascular,545,3673.79,21,145,1.51,2024
Stafford and Surroundings,Ramipril,Cardiovascular,263,1057.87,10,164,2.31,2022
Stoke-on-Trent,Metformin,General Medicine,509,2926.27,19,183,1.83,2022
Cannock Chase,Citalopram,Mental Health,463,1708.95,12,58,1.54,2023
Cannock Chase,Azithromycin,Antibiotics,291,3491.17,14,205,1.82,2023
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,158,2712.09,26,172,1.44,2022
Stafford and Surroundings,Levothyroxine,General Medicine,295,1083.25,20,217,2.3,2022
East Staffordshire,Salbutamol,General Medicine,292,4396.91,20,113,1.84,2022
Newcastle-under-Lyme,Insulin Glargine,General Medicine,484,1289.71,18,150,1.28,2023
Stafford and Surroundings,Omeprazole,General Medicine,126,2688.89,27,40,1.95,2024
Stoke-on-Trent,Nitrofurantoin,Antibiotics,443,1104.9,11,78,1.7,2023
Cannock Chase,Warfarin,Cardiovascular,72,4550.61,26,110,1.43,2023
East Staffordshire,Amlodipine,Cardiovascular,130,1877.82,21,102,2.09,2022
Newcastle-under-Lyme,Doxycycline,Antibiotics,536,3558.72,19,78,1.3,2023
Cannock Chase,Fluoxetine,Mental Health,365,3529.8,18,212,2.28,2022
East Staffordshire,Metformin,General Medicine,494,3644.12,15,132,1.68,2022
East Staffordshire,Warfarin,Cardiovascular,354,1727.17,25,124,2.23,2023
Cannock Chase,Nitrofurantoin,Antibiotics,315,2603.88,29,182,1.91,2024
Cannock Chase,Citalopram,Mental Health,250,242.04,12,94,1.32,2024
Cannock Chase,Salbutamol,General Medicine,481,4291.2,14,67,1.69,2023
Stoke-on-Trent,Insulin Glargine,General Medicine,207,3867.94,26,97,2.11,2022
Stoke-on-Trent,Co-codamol,General Medicine,292,3560.52,10,184,2.28,2023
Stafford and Surroundings,Amlodipine,Cardiovascular,67,2285.68,26,95,2.26,2024
Cannock Chase,Quetiapine,Mental Health,96,2830.83,24,146,1.93,2024
Stoke-on-Trent,Furosemide,Cardiovascular,96,4070.63,21,142,2.26,2022
Stafford and Surroundings,Metformin,General Medicine,331,1438.86,16,113,1.99,2023
East Staffordshire,Montelukast,General Medicine,441,4167.32,24,137,1.67,2023
East Staffordshire,Morphine Sulfate,General Medicine,480,933.4,22,57,2.47,2022
Newcastle-under-Lyme,Clopidogrel,Cardiovascular,70,2401.18,16,115,1.24,2024
East Staffordshire,Hydrocortisone,General Medicine,408,,14,183,1.46,2024
Stoke-on-Trent,Lansoprazole,General Medicine,187,898.01,27,175,1.42,2024
Stoke-on-Trent,Doxycycline,Antibiotics,250,3997.71,13,125,1.25,2023
East Staffordshire,Doxycycline,Antibiotics,518,2321.09,11,66,1.38,2023
Stafford and Surroundings,Atorvastatin,Cardiovascular,256,2272.08,23,100,1.65,2024
Cannock Chase,Simvastatin,Cardiovascular,512,4400.15,24,184,2.31,2024
Newcastle-under-Lyme,Quetiapine,Mental Health,79,3141.47,13,182,2.16,2022
Cannock Chase,Ibuprofen,General Medicine,71,4153.66,21,71,1.97,2024
Stafford and Surroundings,Prednisolone,General Medicine,137,397.83,22,98,1.25,2022
East Staffordshire,Levothyroxine,General Medicine,127,2524.15,25,49,1.46,2023
Cannock Chase,Nitrofurantoin,Antibiotics,323,4268.58,15,174,1.47,2024
Newcastle-under-Lyme,Simvastatin,Cardiovascular,290,4398.67,21,119,1.9,2024
Stoke-on-Trent,Citalopram,Mental Health,111,2853.68,16,179,2.33,2024
Cannock Chase,Ibuprofen,General Medicine,508,1967.6,23,42,1.33,2024
Cannock Chase,Atorvastatin,Cardiovascular,53,2608.49,13,194,1.57,2022
Stoke-on-Trent,Nitrofurantoin,Antibiotics,419,1031.62,13,44,2.06,2023
Stoke-on-Trent,Olanzapine,Mental Health,589,2629.95,20,116,1.83,2023
Newcastle-under-Lyme,Aspirin,General Medicine,410,2760.42,14,110,1.44,2024
Stoke-on-Trent,Atorvastatin,Cardiovascular,231,3507.61,23,208,1.57,2023
Stoke-on-Trent,Ramipril,Cardiovascular,401,547.51,11,100,1.81,2022
Cannock Chase,Olanzapine,Mental Health,239,,21,87,2.4,2022
Cannock Chase,Montelukast,General Medicine,83,2931.57,29,174,2.0,2022
Newcastle-under-Lyme,Cetirizine,General Medicine,468,2894.22,29,76,2.39,2023
Cannock Chase,Salbutamol,General Medicine,497,4730.05,13,85,1.88,2022
East Staffordshire,Levothyroxine,General Medicine,141,318.14,28,56,1.89,2022
East Staffordshire,Insulin Glargine,General Medicine,115,2426.3,26,159,1.38,2024
East Staffordshire,Quetiapine,Mental Health,261,3789.98,25,137,2.28,2023
Stoke-on-Trent,Doxycycline,Antibiotics,196,2192.14,29,100,1.31,2024
Newcastle-under-Lyme,Gabapentin,General Medicine,183,2764.26,29,168,1.42,2023
East Staffordshire,Nitrofurantoin,Antibiotics,368,3554.72,25,127,1.28,2024
Stoke-on-Trent,Pregabalin,General Medicine,70,4765.41,14,66,2.38,2023
Cannock Chase,Olanzapine,Mental Health,460,2257.42,12,216,1.24,2023
Cannock Chase,Methotrexate,General Medicine,121,4768.68,22,66,2.0,2024
Cannock Chase,Codeine,General Medicine,196,1542.71,27,197,2.02,2023
Newcastle-under-Lyme,Paracetamol,General Medicine,376,2892.16,16,194,1.76,2024
Newcastle-under-Lyme,Simvastatin,Cardiovascular,307,,28,90,1.61,2023
Cannock Chase,Methotrexate,General Medicine,359,4878.97,24,173,2.41,2024
East Staffordshire,Ramipril,Cardiovascular,548,1063.5,26,162,1.58,2022
Cannock Chase,Tramadol,General Medicine,307,2083.48,27,153,1.47,2023
Stoke-on-Trent,Fluoxetine,Mental Health,559,2781.73,14,60,2.34,2023
Cannock Chase,Amoxicillin,Antibiotics,568,3778.87,28,42,1.2,2024
Cannock Chase,Diazepam,Mental Health,93,2274.57,26,205,2.4,2023
East Staffordshire,Ramipril,Cardiovascular,243,4861.09,14,146,1.96,2022
East Staffordshire,Fluoxetine,Mental Health,574,3829.94,13,82,1.92,2023
Stafford and Surroundings,Fluoxetine,Mental Health,143,1339.05,28,78,2.21,2024
Stafford and Surroundings,Co-codamol,General Medicine,273,4831.0,20,170,1.48,2023
Cannock Chase,Hydrocortisone,General Medicine,117,1974.04,19,114,2.05,2022
Cannock Chase,Metformin,General Medicine,513,1532.5,17,42,2.3,2022
East Staffordshire,Paracetamol,General Medicine,557,1313.91,24,46,1.36,2023
Cannock Chase,Salbutamol,General Medicine,79,1960.3,29,165,1.83,2023
Stafford and Surroundings,Naproxen,General Medicine,443,2223.7,27,185,1.81,2022
Stafford and Surroundings,Montelukast,General Medicine,258,,22,152,1.76,2022
Newcastle-under-Lyme,Citalopram,Mental Health,143,3655.76,20,202,2.2,2023
Newcastle-under-Lyme,Lansoprazole,General Medicine,56,4459.65,21,115,1.86,2022
East Staffordshire,Insulin Glargine,General Medicine,284,2543.26,14,137,1.86,2024
East Staffordshire,Amlodipine,Cardiovascular,163,3355.94,19,147,1.99,2022
Newcastle-under-Lyme,Sertraline,Mental Health,434,1165.37,28,145,1.22,2023
Stoke-on-Trent,Prednisolone,General Medicine,559,3497.79,18,83,1.77,2024
Cannock Chase,Amoxicillin,Antibiotics,101,2517.13,25,138,1.55,2023
Stoke-on-Trent,Pregabalin,General Medicine,310,1216.27,15,156,1.83,2022
Stafford and Surroundings,Fluoxetine,Mental Health,398,3995.26,26,73,2.15,2022
Stafford and Surroundings,Gabapentin,General Medicine,339,,10,92,1.35,2022
Stoke-on-Trent,Clopidogrel,Cardiovascular,91,1744.02,11,110,2.18,2024
Stoke-on-Trent,Furosemide,Cardiovascular,509,4010.09,18,66,2.32,2022
Stoke-on-Trent,Atorvastatin,Cardiovascular,179,3940.0,26,122,1.34,2023
East Staffordshire,Bisoprolol,Cardiovascular,403,3549.53,28,127,1.85,2022
Cannock Chase,Metformin,General Medicine,532,4426.98,18,147,2.4,2022
Stafford and Surroundings,Hydrocortisone,General Medicine,67,3178.64,21,154,2.15,2023
Cannock Chase,Methotrexate,General Medicine,147,,28,110,1.91,2022
Cannock Chase,Gabapentin,General Medicine,503,262.66,17,135,1.99,2023
Stafford and Surroundings,Warfarin,Cardiovascular,346,4676.98,25,121,2.22,2024
Newcastle-under-Lyme,Clopidogrel,Cardiovascular,133,2154.75,10,207,2.23,2023
Newcastle-under-Lyme,Amoxicillin,Antibiotics,159,4738.5,19,99,1.85,2022
East Staffordshire,Salbutamol,General Medicine,543,430.38,24,109,2.21,2023
Cannock Chase,Sertraline,Mental Health,308,2003.47,11,91,1.63,2023
Stafford and Surroundings,Metformin,General Medicine,338,4471.93,18,42,1.66,2023
Cannock Chase,Azithromycin,Antibiotics,259,4267.48,25,175,2.4,2023
Stoke-on-Trent,Diazepam,Mental Health,584,1402.29,20,170,2.41,2022
Stafford and Surroundings,Hydrocortisone,General Medicine,61,476.02,17,119,2.31,2023
Newcastle-under-Lyme,Doxycycline,Antibiotics,591,2063.98,27,44,1.77,2024
Stafford and Surroundings,Co-codamol,General Medicine,131,2444.34,29,73,2.1,2023
Newcastle-under-Lyme,Citalopram,Mental Health,483,3638.94,13,208,1.71,2022
Stoke-on-Trent,Fluoxetine,Mental Health,520,4540.7,24,72,2.44,2024
East Staffordshire,Omeprazole,General Medicine,209,2641.37,22,205,2.13,2022
Newcastle-under-Lyme,Omeprazole,General Medicine,481,2521.09,27,134,1.71,2024
Stafford and Surroundings,Levothyroxine,General Medicine,198,4614.3,11,207,2.1,2024
Newcastle-under-Lyme,Furosemide,Cardiovascular,575,3240.67,28,107,1.4,2024
Cannock Chase,Salbutamol,General Medicine,329,4055.95,13,176,1.96,2024
Stafford and Surroundings,Cetirizine,General Medicine,251,484.5,27,191,2.46,2024
Newcastle-under-Lyme,Ramipril,Cardiovascular,192,1252.33,14,84,2.33,2024
Newcastle-under-Lyme,Simvastatin,Cardiovascular,93,1875.81,22,112,1.97,2022
Newcastle-under-Lyme,Atorvastatin,Cardiovascular,151,244.96,12,64,2.12,2022
Stoke-on-Trent,Aspirin,General Medicine,146,3946.98,21,50,1.78,2024
Newcastle-under-Lyme,Co-codamol,General Medicine,304,1871.92,12,189,1.51,2024
Stafford and Surroundings,Furosemide,Cardiovascular,534,,15,78,1.54,2022
Newcastle-under-Lyme,Losartan,Cardiovascular,214,3578.43,25,57,1.79,2023
Newcastle-under-Lyme,Ibuprofen,General Medicine,524,2493.72,25,84,1.67,2023
East Staffordshire,Azithromycin,Antibiotics,390,484.61,16,151,2.14,2023
Stoke-on-Trent,Aspirin,General Medicine,471,1262.68,15,43,1.31,2023
Stoke-on-Trent,Ibuprofen,General Medicine,370,2504.96,27,192,1.37,2022
Stoke-on-Trent,Lansoprazole,General Medicine,478,2620.79,26,70,2.04,2022
East Staffordshire,Losartan,Cardiovascular,78,4365.94,12,200,2.21,2022
Cannock Chase,Hydrocortisone,General Medicine,290,4436.91,17,180,1.57,2022
Cannock Chase,Ibuprofen,General Medicine,551,4539.5,16,141,2.24,2022
Stoke-on-Trent,Doxycycline,Antibiotics,315,4386.16,15,174,2.43,2024
Newcastle-under-Lyme,Ramipril,Cardiovascular,562,848.66,22,217,1.38,2024
Cannock Chase,Citalopram,Mental Health,245,4338.35,13,106,2.21,2024
Stoke-on-Trent,Lansoprazole,General Medicine,109,1379.52,19,89,2.29,2024
Stoke-on-Trent,Quetiapine,Mental Health,558,2619.75,20,84,1.41,2022
Newcastle-under-Lyme,Azithromycin,Antibiotics,456,983.86,17,75,2.24,2023
East Staffordshire,Azithromycin,Antibiotics,487,213.14,16,85,1.54,2022
Newcastle-under-Lyme,Omeprazole,General Medicine,194,1591.53,18,189,2.02,2024
East Staffordshire,Sertraline,Mental Health,317,3840.36,13,49,1.94,2024
East Staffordshire,Olanzapine,Mental Health,86,199.32,18,100,1.57,2024
Stoke-on-Trent,Prednisolone,General Medicine,214,2823.4,22,64,1.3,2022
Cannock Chase,Cetirizine,General Medicine,92,186.32,29,200,1.56,2023
East Staffordshire,Codeine,General Medicine,74,2388.9,12,148,1.99,2023
Stafford and Surroundings,Lansoprazole,General Medicine,51,3884.8,15,166,1.49,2023
Stafford and Surroundings,Fluoxetine,Mental Health,338,2347.28,19,101,2.25,2023
East Staffordshire,Hydrocortisone,General Medicine,542,4086.7,26,99,2.05,2022
Cannock Chase,Losartan,Cardiovascular,149,1410.53,27,152,2.13,2023
Newcastle-under-Lyme,Diazepam,Mental Health,409,965.45,17,180,1.81,2024
Stoke-on-Trent,Methotrexate,General Medicine,125,1097.13,27,68,1.21,2023
East Staffordshire,Paracetamol,General Medicine,309,,18,127,2.34,2022
Stoke-on-Trent,Clopidogrel,Cardiovascular,287,4064.03,29,89,2.43,2023
Cannock Chase,Naproxen,General Medicine,211,845.09,12,44,2.08,2024
East Staffordshire,Paracetamol,General Medicine,212,4769.06,19,59,1.84,2022
Stoke-on-Trent,Olanzapine,Mental Health,299,1527.02,25,67,1.61,2024
East Staffordshire,Insulin Glargine,General Medicine,265,3867.67,24,142,2.42,2024
Stafford and Surroundings,Nitrofurantoin,Antibiotics,229,4626.79,24,113,1.96,2022
Newcastle-under-Lyme,Losartan,Cardiovascular,172,4422.33,22,192,1.76,2022
Newcastle-under-Lyme,Amoxicillin,Antibiotics,542,2368.39,29,62,1.25,2022
Stoke-on-Trent,Morphine Sulfate,General Medicine,596,2632.66,26,64,2.06,2024
Stoke-on-Trent,Montelukast,General Medicine,430,1620.36,19,175,1.87,2023
Stoke-on-Trent,Nitrofurantoin,Antibiotics,225,736.47,24,123,2.45,2022
Newcastle-under-Lyme,Metformin,General Medicine,572,3257.71,15,186,1.6,2022
Stafford and Surroundings,Insulin Glargine,General Medicine,259,2912.17,13,148,1.89,2023
Stoke-on-Trent,Atorvastatin,Cardiovascular,262,1904.75,29,163,1.35,2024
Cannock Chase,Insulin Glargine,General Medicine,162,252.7,13,43,2.24,2022
Stafford and Surroundings,Gabapentin,General Medicine,204,4771.28,28,154,1.39,2022
Stoke-on-Trent,Quetiapine,Mental Health,82,1896.91,12,89,1.26,2023
Cannock Chase,Doxycycline,Antibiotics,279,3319.52,20,147,1.32,2024
Stafford and Surroundings,Sertraline,Mental Health,165,1900.91,14,64,1.51,2022
Newcastle-under-Lyme,Hydrocortisone,General Medicine,334,4125.55,28,160,2.41,2022
Stoke-on-Trent,Ramipril,Cardiovascular,379,4841.24,23,114,2.49,2024
Stoke-on-Trent,Tramadol,General Medicine,278,3754.13,16,50,1.28,2024
Newcastle-under-Lyme,Doxycycline,Antibiotics,580,1422.2,16,129,1.95,2024
Stoke-on-Trent,Codeine,General Medicine,71,2588.11,16,171,1.84,2023
Cannock Chase,Doxycycline,Antibiotics,68,2780.86,14,143,1.31,2024
Newcastle-under-Lyme,Furosemide,Cardiovascular,198,250.69,19,69,2.27,2024
East Staffordshire,Olanzapine,Mental Health,142,743.18,17,196,2.09,2022
Stafford and Surroundings,Lansoprazole,General Medicine,89,1299.64,21,124,2.16,2022
Cannock Chase,Naproxen,General Medicine,319,3859.2,18,58,1.37,2022
Stoke-on-Trent,Pregabalin,General Medicine,368,4736.54,18,173,1.39,2024
East Staffordshire,Metformin,General Medicine,62,4566.88,14,124,1.95,2022
Newcastle-under-Lyme,Atorvastatin,Cardiovascular,406,2780.49,28,208,1.84,2024
Cannock Chase,Diazepam,Mental Health,195,304.45,17,40,1.74,2023
Stafford and Surroundings,Tramadol,General Medicine,311,4276.29,16,45,2.27,2023
Cannock Chase,Prednisolone,General Medicine,330,3839.91,16,187,2.25,2023
Stoke-on-Trent,Olanzapine,Mental Health,377,3961.37,16,80,2.34,2023
Cannock Chase,Methotrexate,General Medicine,342,565.39,22,212,1.69,2023
Newcastle-under-Lyme,Warfarin,Cardiovascular,72,186.34,15,198,2.4,2022
Newcastle-under-Lyme,Metformin,General Medicine,223,1647.35,16,121,2.03,2024
East Staffordshire,Furosemide,Cardiovascular,185,4836.45,29,79,1.29,2024
Cannock Chase,Diazepam,Mental Health,119,3480.42,19,112,1.69,2023
East Staffordshire,Methotrexate,General Medicine,562,4002.7,24,150,1.98,2022
Cannock Chase,Amoxicillin,Antibiotics,528,969.49,10,136,1.51,2024
Cannock Chase,Tramadol,General Medicine,196,3866.77,13,67,2.01,2023
East Staffordshire,Methotrexate,General Medicine,398,,18,115,1.45,2022
Stafford and Surroundings,Bisoprolol,Cardiovascular,207,1485.01,17,154,1.62,2022
East Staffordshire,Amlodipine,Cardiovascular,290,355.57,28,67,1.7,2022
Stafford and Surroundings,Prednisolone,General Medicine,462,943.62,16,96,2.22,2022
Cannock Chase,Tramadol,General Medicine,200,1043.42,10,43,1.54,2022
Stafford and Surroundings,Hydrocortisone,General Medicine,429,170.32,18,70,1.23,2023
East Staffordshire,Paracetamol,General Medicine,313,1523.47,21,82,1.46,2024
East Staffordshire,Salbutamol,General Medicine,428,4785.38,11,62,2.09,2023
Newcastle-under-Lyme,Gabapentin,General Medicine,248,1601.64,10,191,1.3,2022
Cannock Chase,Omeprazole,General Medicine,339,2787.84,24,81,2.04,2022
East Staffordshire,Citalopram,Mental Health,378,2130.48,12,122,1.52,2023
Newcastle-under-Lyme,Quetiapine,Mental Health,479,4758.15,11,77,1.32,2022
Cannock Chase,Cetirizine,General Medicine,303,4873.93,26,44,1.79,2024
Stoke-on-Trent,Olanzapine,Mental Health,248,4189.4,28,208,2.03,2023
Stoke-on-Trent,Naproxen,General Medicine,115,4364.61,19,65,1.87,2024
Newcastle-under-Lyme,Nitrofurantoin,Antibiotics,355,1880.58,17,163,2.19,2022
Newcastle-under-Lyme,Co-codamol,General Medicine,407,3817.22,12,140,1.53,2022
Cannock Chase,Tramadol,General Medicine,133,1359.15,21,138,1.67,2022
Stafford and Surroundings,Naproxen,General Medicine,164,4998.5,11,196,2.0,2024
Newcastle-under-Lyme,Salbutamol,General Medicine,220,2575.27,21,189,1.55,2024
Newcastle-under-Lyme,Olanzapine,Mental Health,119,4455.87,12,45,2.04,2022
Newcastle-under-Lyme,Levothyroxine,General Medicine,89,863.16,14,70,1.67,2022
Stafford and Surroundings,Levothyroxine,General Medicine,127,656.91,16,127,1.95,2023
Stafford and Surroundings,Metformin,General Medicine,434,4946.29,24,178,2.04,2022
Newcastle-under-Lyme,Methotrexate,General Medicine,228,4811.21,14,158,2.15,2023
Cannock Chase,Amoxicillin,Antibiotics,455,4787.63,28,151,1.69,2023
East Staffordshire,Nitrofurantoin,Antibiotics,528,146.85,25,120,1.97,2024
East Staffordshire,Doxycycline,Antibiotics,197,348.16,25,169,2.46,2022
Stoke-on-Trent,Atorvastatin,Cardiovascular,335,2276.17,14,157,1.42,2023
Cannock Chase,Fluoxetine,Mental Health,416,3562.8,28,68,1.76,2022
East Staffordshire,Salbutamol,General Medicine,424,1750.95,29,152,1.86,2024
Stoke-on-Trent,Quetiapine,Mental Health,364,1880.33,17,110,1.44,2023
Newcastle-under-Lyme,Lansoprazole,General Medicine,518,4512.02,22,73,1.4,2022
East Staffordshire,Olanzapine,Mental Health,550,4368.55,20,89,1.85,2022
Newcastle-under-Lyme,Ramipril,Cardiovascular,53,1398.46,18,64,1.38,2022
Stoke-on-Trent,Aspirin,General Medicine,257,4655.36,13,201,1.4,2022
Cannock Chase,Methotrexate,General Medicine,405,1885.21,28,46,2.49,2024
Newcastle-under-Lyme,Prednisolone,General Medicine,86,,22,84,2.21,2023
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,111,4423.12,19,108,2.49,2023
East Staffordshire,Nitrofurantoin,Antibiotics,462,4841.55,13,100,1.73,2022
Newcastle-under-Lyme,Fluoxetine,Mental Health,574,2083.68,13,84,1.85,2024
Newcastle-under-Lyme,Atorvastatin,Cardiovascular,333,4127.4,22,208,2.17,2022
Cannock Chase,Diazepam,Mental Health,540,3012.94,28,214,2.26,2022
Stoke-on-Trent,Metformin,General Medicine,422,,29,199,1.86,2024
Stafford and Surroundings,Sertraline,Mental Health,271,4933.02,10,137,1.91,2022
Newcastle-under-Lyme,Nitrofurantoin,Antibiotics,448,1432.23,16,170,2.31,2024
Stoke-on-Trent,Losartan,Cardiovascular,580,2501.99,13,101,1.97,2024
East Staffordshire,Doxycycline,Antibiotics,424,4534.99,29,80,2.26,2024
Stafford and Surroundings,Levothyroxine,General Medicine,92,1866.38,26,127,1.63,2023
East Staffordshire,Clopidogrel,Cardiovascular,126,1461.68,22,144,2.05,2024
Cannock Chase,Nitrofurantoin,Antibiotics,236,1547.8,27,91,1.7,2024
Newcastle-under-Lyme,Pregabalin,General Medicine,248,872.19,24,106,1.62,2022
Stafford and Surroundings,Cetirizine,General Medicine,415,1467.2,13,184,1.62,2022
Stoke-on-Trent,Doxycycline,Antibiotics,445,4186.63,20,154,2.17,2024
Newcastle-under-Lyme,Pregabalin,General Medicine,225,2079.05,13,130,2.43,2023
East Staffordshire,Paracetamol,General Medicine,504,3079.7,21,42,2.29,2024
East Staffordshire,Methotrexate,General Medicine,426,1882.75,15,182,1.77,2023
Stafford and Surroundings,Codeine,General Medicine,345,3174.33,19,85,1.83,2023
Newcastle-under-Lyme,Aspirin,General Medicine,52,4173.74,27,46,2.26,2024
Newcastle-under-Lyme,Levothyroxine,General Medicine,388,4786.89,13,180,1.98,2024
Stafford and Surroundings,Hydrocortisone,General Medicine,586,4230.3,20,40,1.9,2023
Newcastle-under-Lyme,Fluoxetine,Mental Health,554,901.82,11,71,1.79,2024
East Staffordshire,Fluoxetine,Mental Health,262,3837.51,10,133,2.37,2024
Cannock Chase,Tramadol,General Medicine,536,3859.3,10,190,1.66,2024
Stoke-on-Trent,Cetirizine,General Medicine,176,3455.14,22,139,1.63,2024
Cannock Chase,Paracetamol,General Medicine,530,3753.48,12,114,1.65,2022
Stafford and Surroundings,Montelukast,General Medicine,595,2358.32,14,103,2.48,2022
Newcastle-under-Lyme,Prednisolone,General Medicine,152,1829.47,22,149,1.95,2023
Stoke-on-Trent,Amlodipine,Cardiovascular,367,250.06,16,139,2.01,2023
Newcastle-under-Lyme,Diazepam,Mental Health,528,4456.28,29,187,2.17,2022
Stafford and Surroundings,Warfarin,Cardiovascular,247,4566.86,12,216,1.36,2022
Stafford and Surroundings,Diazepam,Mental Health,78,3881.91,28,80,2.06,2022
Stoke-on-Trent,Levothyroxine,General Medicine,135,2211.76,14,100,2.01,2022
Newcastle-under-Lyme,Fluoxetine,Mental Health,117,3533.29,20,117,1.31,2024
Cannock Chase,Doxycycline,Antibiotics,408,2310.75,28,96,1.33,2024
Stoke-on-Trent,Naproxen,General Medicine,381,4442.68,12,137,1.76,2023
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,195,3908.42,27,185,1.45,2023
Stafford and Surroundings,Ramipril,Cardiovascular,79,3261.81,19,171,2.48,2023
Cannock Chase,Clopidogrel,Cardiovascular,582,,14,107,2.35,2023
Cannock Chase,Diazepam,Mental Health,506,1382.77,21,168,1.56,2024
Stoke-on-Trent,Atorvastatin,Cardiovascular,587,3418.88,26,145,2.04,2022
